source,source_name,target,target_name,relationship,use,cash_flow,amount,evidence,confidence
6488.TWO,GlobalWafers,5347.TWO,Vanguard International Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 6488.TWO for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
6488.TWO,GlobalWafers,000660.KS,SK hynix,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 6488.TWO for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
6488.TWO,GlobalWafers,MU,Micron Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 6488.TWO for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
6488.TWO,GlobalWafers,2408.TW,Nanya Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 6488.TWO for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
6488.TWO,GlobalWafers,ASML,ASML Holding,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
6488.TWO,GlobalWafers,AMAT,Applied Materials,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
6488.TWO,GlobalWafers,LRCX,Lam Research,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
6488.TWO,GlobalWafers,KLAC,KLA,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
6488.TWO,GlobalWafers,8035.T,Tokyo Electron,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
3436.T,SUMCO,TSM,Taiwan Semiconductor Manufacturing,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 3436.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
3436.T,SUMCO,005930.KS,Samsung Electronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 3436.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
3436.T,SUMCO,UMC,United Microelectronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 3436.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
3436.T,SUMCO,GFS,GlobalFoundries,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 3436.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
3436.T,SUMCO,TSEM,Tower Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 3436.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
3436.T,SUMCO,INTC,Intel,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 3436.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
3436.T,SUMCO,5347.TWO,Vanguard International Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 3436.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
3436.T,SUMCO,000660.KS,SK hynix,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 3436.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
3436.T,SUMCO,MU,Micron Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 3436.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
3436.T,SUMCO,2408.TW,Nanya Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 3436.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
3436.T,SUMCO,ASML,ASML Holding,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
3436.T,SUMCO,AMAT,Applied Materials,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
3436.T,SUMCO,LRCX,Lam Research,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
3436.T,SUMCO,KLAC,KLA,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
3436.T,SUMCO,8035.T,Tokyo Electron,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
4063.T,Shin-Etsu Chemical,TSM,Taiwan Semiconductor Manufacturing,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 4063.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
4063.T,Shin-Etsu Chemical,005930.KS,Samsung Electronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 4063.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
4063.T,Shin-Etsu Chemical,UMC,United Microelectronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 4063.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
4063.T,Shin-Etsu Chemical,GFS,GlobalFoundries,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 4063.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
4063.T,Shin-Etsu Chemical,TSEM,Tower Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 4063.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
4063.T,Shin-Etsu Chemical,INTC,Intel,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 4063.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
4063.T,Shin-Etsu Chemical,5347.TWO,Vanguard International Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 4063.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
4063.T,Shin-Etsu Chemical,000660.KS,SK hynix,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 4063.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
4063.T,Shin-Etsu Chemical,MU,Micron Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 4063.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
4063.T,Shin-Etsu Chemical,2408.TW,Nanya Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 4063.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
4063.T,Shin-Etsu Chemical,ASML,ASML Holding,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
4063.T,Shin-Etsu Chemical,AMAT,Applied Materials,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
4063.T,Shin-Etsu Chemical,LRCX,Lam Research,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
4063.T,Shin-Etsu Chemical,KLAC,KLA,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
4063.T,Shin-Etsu Chemical,8035.T,Tokyo Electron,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
4186.T,Tokyo Ohka Kogyo,TSM,Taiwan Semiconductor Manufacturing,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 4186.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
4186.T,Tokyo Ohka Kogyo,005930.KS,Samsung Electronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 4186.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
4186.T,Tokyo Ohka Kogyo,UMC,United Microelectronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 4186.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
4186.T,Tokyo Ohka Kogyo,GFS,GlobalFoundries,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 4186.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
4186.T,Tokyo Ohka Kogyo,TSEM,Tower Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 4186.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
4186.T,Tokyo Ohka Kogyo,INTC,Intel,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 4186.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
4186.T,Tokyo Ohka Kogyo,5347.TWO,Vanguard International Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 4186.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
4186.T,Tokyo Ohka Kogyo,000660.KS,SK hynix,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 4186.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
4186.T,Tokyo Ohka Kogyo,MU,Micron Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 4186.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
4186.T,Tokyo Ohka Kogyo,2408.TW,Nanya Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 4186.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
4186.T,Tokyo Ohka Kogyo,ASML,ASML Holding,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
4186.T,Tokyo Ohka Kogyo,AMAT,Applied Materials,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
4186.T,Tokyo Ohka Kogyo,LRCX,Lam Research,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
4186.T,Tokyo Ohka Kogyo,KLAC,KLA,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
4186.T,Tokyo Ohka Kogyo,8035.T,Tokyo Electron,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
SOI.PA,Soitec,TSM,Taiwan Semiconductor Manufacturing,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay SOI.PA for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
SOI.PA,Soitec,005930.KS,Samsung Electronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay SOI.PA for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
SOI.PA,Soitec,UMC,United Microelectronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay SOI.PA for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
SOI.PA,Soitec,GFS,GlobalFoundries,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay SOI.PA for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
SOI.PA,Soitec,TSEM,Tower Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay SOI.PA for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
SOI.PA,Soitec,INTC,Intel,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay SOI.PA for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
SOI.PA,Soitec,5347.TWO,Vanguard International Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay SOI.PA for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
SOI.PA,Soitec,000660.KS,SK hynix,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay SOI.PA for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
SOI.PA,Soitec,MU,Micron Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay SOI.PA for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
SOI.PA,Soitec,2408.TW,Nanya Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay SOI.PA for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
SOI.PA,Soitec,ASML,ASML Holding,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
SOI.PA,Soitec,AMAT,Applied Materials,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
SOI.PA,Soitec,LRCX,Lam Research,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
SOI.PA,Soitec,KLAC,KLA,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
SOI.PA,Soitec,8035.T,Tokyo Electron,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
WAF.DE,Siltronic,TSM,Taiwan Semiconductor Manufacturing,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay WAF.DE for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
WAF.DE,Siltronic,005930.KS,Samsung Electronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay WAF.DE for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
WAF.DE,Siltronic,UMC,United Microelectronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay WAF.DE for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
WAF.DE,Siltronic,GFS,GlobalFoundries,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay WAF.DE for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
WAF.DE,Siltronic,TSEM,Tower Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay WAF.DE for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
WAF.DE,Siltronic,INTC,Intel,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay WAF.DE for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
WAF.DE,Siltronic,5347.TWO,Vanguard International Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay WAF.DE for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
WAF.DE,Siltronic,000660.KS,SK hynix,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay WAF.DE for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
WAF.DE,Siltronic,MU,Micron Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay WAF.DE for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
WAF.DE,Siltronic,2408.TW,Nanya Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay WAF.DE for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
WAF.DE,Siltronic,ASML,ASML Holding,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
WAF.DE,Siltronic,AMAT,Applied Materials,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
WAF.DE,Siltronic,LRCX,Lam Research,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
WAF.DE,Siltronic,KLAC,KLA,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
WAF.DE,Siltronic,8035.T,Tokyo Electron,adjacent supplier/peer,"subsystems, process flows or paired tool adoption in wafer manufacturing",cash flows may be supplier-to-toolmaker or fab-to-vendor,undisclosed,industry map,medium-low
AVGO,Broadcom,MRVL,Marvell Technology,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
AVGO,Broadcom,RMBS,Rambus,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
AVGO,Broadcom,CRDO,Credo Technology,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
AVGO,Broadcom,ALAB,Astera Labs,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
AVGO,Broadcom,ARM,Arm Holdings,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
AVGO,Broadcom,3661.TW,Alchip Technologies,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
AVGO,Broadcom,3443.TW,Global Unichip,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
AVGO,Broadcom,6526.T,Socionext,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
MRVL,Marvell Technology,AVGO,Broadcom,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
MRVL,Marvell Technology,RMBS,Rambus,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
MRVL,Marvell Technology,CRDO,Credo Technology,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
MRVL,Marvell Technology,ALAB,Astera Labs,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
MRVL,Marvell Technology,ARM,Arm Holdings,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
MRVL,Marvell Technology,3661.TW,Alchip Technologies,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
MRVL,Marvell Technology,3443.TW,Global Unichip,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
MRVL,Marvell Technology,6526.T,Socionext,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
RMBS,Rambus,AVGO,Broadcom,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
RMBS,Rambus,MRVL,Marvell Technology,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
RMBS,Rambus,CRDO,Credo Technology,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
RMBS,Rambus,ALAB,Astera Labs,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
RMBS,Rambus,ARM,Arm Holdings,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
RMBS,Rambus,3661.TW,Alchip Technologies,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
RMBS,Rambus,3443.TW,Global Unichip,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
RMBS,Rambus,6526.T,Socionext,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
CRDO,Credo Technology,AVGO,Broadcom,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
CRDO,Credo Technology,MRVL,Marvell Technology,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
CRDO,Credo Technology,RMBS,Rambus,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
CRDO,Credo Technology,ALAB,Astera Labs,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
CRDO,Credo Technology,ARM,Arm Holdings,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
CRDO,Credo Technology,3661.TW,Alchip Technologies,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
CRDO,Credo Technology,3443.TW,Global Unichip,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
CRDO,Credo Technology,6526.T,Socionext,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
ALAB,Astera Labs,AVGO,Broadcom,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
ALAB,Astera Labs,MRVL,Marvell Technology,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
ALAB,Astera Labs,RMBS,Rambus,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
ALAB,Astera Labs,CRDO,Credo Technology,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
ALAB,Astera Labs,ARM,Arm Holdings,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
ALAB,Astera Labs,3661.TW,Alchip Technologies,AI connectivity / chiplet ecosystem peer,"SerDes, PCIe/CXL, Ethernet, ASIC, chiplet and IP interoperability","cash flow varies: components, licenses, or customer-bundled BOM",undisclosed,product/industry map,medium-low
