relationship_source_id,relationship_target_id,relationship_source_ticker,relationship_target_ticker,relationship_source_name,relationship_target_name,relationship_type,relationship_item,relationship_cash_flow,relationship_cash_flow_status,relationship_revenue_stream_direction,relationship_evidence,relationship_disclosure,relationship_disclosure_caveat,relationship_source_ref,relationship_source_ids,relationship_source_titles,relationship_source_urls,relationship_source_notes,relationship_strength,relationship_strength_label,relationship_reasoning,source_company_direct_connection_count,source_company_depth5_reachable_count_excluding_self,target_company_direct_connection_count,target_company_depth5_reachable_count_excluding_self,generated_from_report_date,method_note
CRDO,MTSI,CRDO,MTSI,Credo Technology,MACOM Technology Solutions,uses / buys from / depends on,"200G/lane interconnect, optical DSP and analog front-end ecosystem",Potential overlap/supplier ecosystem; no direct pairwise revenue disclosed.,No relationship-specific cash-flow value; value-chain inference only,"Generally source/customer demand -> target/supplier revenue for '200G/lane interconnect, optical DSP and analog front-end ecosystem', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,AI interconnect stack,S06,Astera Labs PCIe 6 connectivity portfolio,https://www.globenewswire.com/news-release/2025/05/01/3072869/0/en/Astera-Labs-Ramps-Production-of-PCIe-6-Connectivity-Portfolio-Supercharging-Advanced-AI-and-Cloud-Infrastructure-Deployments.html,"Fabric switches, retimers, active cable modules, PCIe over optics, leading hyperscale/cloud customers.",0.6,medium,"Credo Technology -> MACOM Technology Solutions: uses / buys from / depends on for 200G/lane interconnect, optical DSP and analog front-end ecosystem. Cash-flow read: Potential overlap/supplier ecosystem; no direct pairwise revenue disclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Photonics/RF/connectivity' has alpha 84/100 and CPO exposure 4/5. Source role 'Connectivity/SerDes/AEC' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
ALAB,AMD,ALAB,AMD,Astera Labs,Advanced Micro Devices,uses / buys from / depends on,PCIe 6 ecosystem support for EPYC/Instinct platforms,Customer/platform ecosystem; exact dollar flow undisclosed.,No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'PCIe 6 ecosystem support for EPYC/Instinct platforms', unless noted in cash-flow text.",specific public ecosystem,Specific public,Specific public relationship or named ecosystem link; still check pairwise dollar disclosure.,Astera PCIe 6 release,S06,Astera Labs PCIe 6 connectivity portfolio,https://www.globenewswire.com/news-release/2025/05/01/3072869/0/en/Astera-Labs-Ramps-Production-of-PCIe-6-Connectivity-Portfolio-Supercharging-Advanced-AI-and-Cloud-Infrastructure-Deployments.html,"Fabric switches, retimers, active cable modules, PCIe over optics, leading hyperscale/cloud customers.",0.8,high,"Astera Labs -> Advanced Micro Devices: uses / buys from / depends on for PCIe 6 ecosystem support for EPYC/Instinct platforms. Cash-flow read: Customer/platform ecosystem; exact dollar flow undisclosed. Evidence/disclosure: Specific public; Specific public relationship or named ecosystem link; still check pairwise dollar disclosure.. Target company role 'AI accelerator/platform' has alpha 50/100 and CPO exposure 3/5. Source role 'Connectivity/retimers/AEC' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
ALAB,MU,ALAB,MU,Astera Labs,Micron Technology,uses / buys from / depends on,PCIe 6 SSD and memory/storage interoperability,Ecosystem validation; exact dollar flow undisclosed.,No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'PCIe 6 SSD and memory/storage interoperability', unless noted in cash-flow text.",specific public ecosystem,Specific public,Specific public relationship or named ecosystem link; still check pairwise dollar disclosure.,Astera PCIe 6 release,S06,Astera Labs PCIe 6 connectivity portfolio,https://www.globenewswire.com/news-release/2025/05/01/3072869/0/en/Astera-Labs-Ramps-Production-of-PCIe-6-Connectivity-Portfolio-Supercharging-Advanced-AI-and-Cloud-Infrastructure-Deployments.html,"Fabric switches, retimers, active cable modules, PCIe over optics, leading hyperscale/cloud customers.",0.75,high,"Astera Labs -> Micron Technology: uses / buys from / depends on for PCIe 6 SSD and memory/storage interoperability. Cash-flow read: Ecosystem validation; exact dollar flow undisclosed. Evidence/disclosure: Specific public; Specific public relationship or named ecosystem link; still check pairwise dollar disclosure.. Target company role 'Memory' has alpha 51/100 and CPO exposure 2/5. Source role 'Connectivity/retimers/AEC' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
ALAB,005930_KS,ALAB,005930.KS,Astera Labs,Samsung Electronics,uses / buys from / depends on,PCIe 6 SSD/storage interoperability,Ecosystem validation; exact dollar flow undisclosed.,No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'PCIe 6 SSD/storage interoperability', unless noted in cash-flow text.",specific public ecosystem,Specific public,Specific public relationship or named ecosystem link; still check pairwise dollar disclosure.,Astera PCIe 6 release,S06,Astera Labs PCIe 6 connectivity portfolio,https://www.globenewswire.com/news-release/2025/05/01/3072869/0/en/Astera-Labs-Ramps-Production-of-PCIe-6-Connectivity-Portfolio-Supercharging-Advanced-AI-and-Cloud-Infrastructure-Deployments.html,"Fabric switches, retimers, active cable modules, PCIe over optics, leading hyperscale/cloud customers.",0.75,high,"Astera Labs -> Samsung Electronics: uses / buys from / depends on for PCIe 6 SSD/storage interoperability. Cash-flow read: Ecosystem validation; exact dollar flow undisclosed. Evidence/disclosure: Specific public; Specific public relationship or named ecosystem link; still check pairwise dollar disclosure.. Target company role 'Memory/foundry' has alpha 49/100 and CPO exposure 3/5. Source role 'Connectivity/retimers/AEC' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
POET,2301_TW,POET,2301.TW,POET Technologies,LITEON Technology,uses / buys from / depends on,joint development of optical modules for AI/CPO applications,POET + LITEON: joint development; prototypes targeted late 2026 and high-volume production anticipated 2027; exact revenue split undisclosed.,No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'joint development of optical modules for AI/CPO applications', unless noted in cash-flow text.",specific public,Specific public,Specific public relationship or named ecosystem link; still check pairwise dollar disclosure.,POET-LITEON 2026,S10,POET-LITEON joint development,https://www.poet-technologies.com/news/poet-technologies-and-liteon-announce-joint-development-of-optical-modules-for-ai-applications,"Optical modules for AI/CPO applications, prototypes late 2026, high-volume production anticipated 2027.",0.85,high,"POET Technologies -> LITEON Technology: uses / buys from / depends on for joint development of optical modules for AI/CPO applications. Cash-flow read: POET + LITEON: joint development; prototypes targeted late 2026 and high-volume production anticipated 2027; exact revenue split undisclosed. Evidence/disclosure: Specific public; Specific public relationship or named ecosystem link; still check pairwise dollar disclosure.. Target company role 'Optoelectronic modules' has alpha 45/100 and CPO exposure 4/5. Source role 'Photonics/optical engines' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
POET,SOI_PA,POET,SOI.PA,POET Technologies,Soitec,uses / buys from / depends on,engineered substrate / silicon photonics substrate adjacency,Potential substrate/content relationship; exact supplier dollars undisclosed.,No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'engineered substrate / silicon photonics substrate adjacency', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,silicon photonics substrate stack,S01; S13,NVIDIA Spectrum-X/Quantum-X Photonics CPO switches; CompaniesMarketCap semiconductor ranking,https://nvidianews.nvidia.com/news/nvidia-spectrum-x-co-packaged-optics-networking-switches-ai-factories/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,"1.6T per port, ecosystem names, TSMC/Coherent/Corning/Foxconn/Lumentum/SENKO.; Global public semiconductor market-cap universe.",0.55,low_inferred,"POET Technologies -> Soitec: uses / buys from / depends on for engineered substrate / silicon photonics substrate adjacency. Cash-flow read: Potential substrate/content relationship; exact supplier dollars undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Materials/substrates' has alpha 78/100 and CPO exposure 4/5. Source role 'Photonics/optical engines' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
WOLF,6723_T,WOLF,6723.T,Wolfspeed,Renesas Electronics,uses / buys from / depends on,Renesas restructuring/equity relationship and SiC supply-chain exposure,Renesas credit/equity/restructuring relationship; exact future product cash flow uncertain.,Specific public relationship; dollar value not available in edge text,"Generally source/customer demand -> target/supplier revenue for 'Renesas restructuring/equity relationship and SiC supply-chain exposure', unless noted in cash-flow text.",specific public,Specific public,Specific public relationship or named ecosystem link; still check pairwise dollar disclosure.,Wolfspeed/Renesas restructuring 2026,S14; S15,Wolfspeed CFIUS clearance and Renesas equity issuance; Renesas restructuring support agreement with Wolfspeed,https://investor.wolfspeed.com/news/news-details/2026/Wolfspeed-Announces-CFIUS-Clearance-and-Completion-of-Equity-Issuance-to-Renesas-as-Part-of-Court-Approved-Restructuring/default.aspx; https://www.renesas.com/en/about/newsroom/renesas-announces-expected-loss-resulting-signing-restructuring-support-agreement-wolfspeed,"Official Wolfspeed release on CFIUS clearance, Renesas equity issuance, board seat, and restructuring completion.; Official Renesas release describing the Wolfspeed restructuring support agreement, deposit conversion, notes, common stock, and warrants.",0.75,high,"Wolfspeed -> Renesas Electronics: uses / buys from / depends on for Renesas restructuring/equity relationship and SiC supply-chain exposure. Cash-flow read: Renesas credit/equity/restructuring relationship; exact future product cash flow uncertain. Evidence/disclosure: Specific public; Specific public relationship or named ecosystem link; still check pairwise dollar disclosure.. Target company role 'Auto/industrial' has alpha 48/100 and CPO exposure 1/5. Source role 'SiC materials/devices' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
BESI_AS,TSM,BESI.AS,TSM / 2330.TW,BE Semiconductor Industries,TSMC,uses / buys from / depends on,hybrid bonding / advanced packaging equipment,Foundries/OSATs buy advanced packaging tools; pairwise dollars generally undisclosed.,No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'hybrid bonding / advanced packaging equipment', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,advanced packaging stack,S01; S12; S13,NVIDIA Spectrum-X/Quantum-X Photonics CPO switches; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://nvidianews.nvidia.com/news/nvidia-spectrum-x-co-packaged-optics-networking-switches-ai-factories/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,"1.6T per port, ecosystem names, TSMC/Coherent/Corning/Foxconn/Lumentum/SENKO.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.",0.65,medium,"BE Semiconductor Industries -> TSMC: uses / buys from / depends on for hybrid bonding / advanced packaging equipment. Cash-flow read: Foundries/OSATs buy advanced packaging tools; pairwise dollars generally undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'Foundry' has alpha 61/100 and CPO exposure 4/5. Source role 'OSAT/Packaging equipment' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
NVMI,TSM,NVMI,TSM / 2330.TW,Nova,TSMC,uses / buys from / depends on,process control and metrology for advanced foundry/package flows,Foundry capex to metrology vendors; pairwise dollars generally undisclosed.,No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'process control and metrology for advanced foundry/package flows', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,semicap value chain,S12; S13,StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.65,medium,"Nova -> TSMC: uses / buys from / depends on for process control and metrology for advanced foundry/package flows. Cash-flow read: Foundry capex to metrology vendors; pairwise dollars generally undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'Foundry' has alpha 61/100 and CPO exposure 4/5. Source role 'Metrology/inspection' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
CAMT,ASX,CAMT,ASX / 3711.TW,Camtek,ASE Technology,uses / buys from / depends on,inspection/metrology for advanced packaging and OSAT flows,OSAT/process-control capex; exact pairwise dollars undisclosed.,No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'inspection/metrology for advanced packaging and OSAT flows', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,advanced packaging stack,S01; S12; S13,NVIDIA Spectrum-X/Quantum-X Photonics CPO switches; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://nvidianews.nvidia.com/news/nvidia-spectrum-x-co-packaged-optics-networking-switches-ai-factories/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,"1.6T per port, ecosystem names, TSMC/Coherent/Corning/Foxconn/Lumentum/SENKO.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.",0.65,medium,"Camtek -> ASE Technology: uses / buys from / depends on for inspection/metrology for advanced packaging and OSAT flows. Cash-flow read: OSAT/process-control capex; exact pairwise dollars undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'OSAT/Packaging' has alpha 50/100 and CPO exposure 3/5. Source role 'Metrology/inspection' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
MTSI,AVGO,MTSI,AVGO,MACOM Technology Solutions,Broadcom,uses / buys from / depends on,200G/lane optical/copper interconnect in 102.4T switch ecosystems,Module/cable ecosystem revenue; exact pairwise relationship not disclosed.,No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for '200G/lane optical/copper interconnect in 102.4T switch ecosystems', unless noted in cash-flow text.",public ecosystem,Public ecosystem,Publicly described ecosystem adjacency; pairwise dollars are usually not disclosed.,MACOM OFC 2026,S09,MACOM OFC 2026 connectivity showcase,https://ir.macom.com/news-releases/news-release-details/macom-showcase-innovative-connectivity-solutions-ofc-2026,"3.2T optical transmit, 1.6T 200G/lane ecosystem, ACC and LPO.",0.65,medium,"MACOM Technology Solutions -> Broadcom: uses / buys from / depends on for 200G/lane optical/copper interconnect in 102.4T switch ecosystems. Cash-flow read: Module/cable ecosystem revenue; exact pairwise relationship not disclosed. Evidence/disclosure: Public ecosystem; Publicly described ecosystem adjacency; pairwise dollars are usually not disclosed.. Target company role 'Switch ASIC/networking' has alpha 54/100 and CPO exposure 5/5. Source role 'Photonics/RF/connectivity' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
MTSI,MRVL,MTSI,MRVL,MACOM Technology Solutions,Marvell Technology,uses / buys from / depends on,optical front-end / DSP / interconnect component ecosystem,Potential module supply chain; exact pairwise dollars undisclosed.,No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'optical front-end / DSP / interconnect component ecosystem', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,AI optical module stack,S01; S02; S04,NVIDIA Spectrum-X/Quantum-X Photonics CPO switches; Broadcom third-generation 200G/lane CPO release; NVIDIA-Coherent strategic partnership,https://nvidianews.nvidia.com/news/nvidia-spectrum-x-co-packaged-optics-networking-switches-ai-factories/; https://investors.broadcom.com/news-releases/news-release-details/broadcom-announces-third-generation-co-packaged-optics-cpo; https://nvidianews.nvidia.com/news/nvidia-and-coherent-announce-strategic-partnership-to-develop-optics-technology-to-scale-next-generation-data-center-architecture,"1.6T per port, ecosystem names, TSMC/Coherent/Corning/Foxconn/Lumentum/SENKO.; 200G/lane CPO, first volume-production 100G/lane CPO, partner milestones including Twinstar high-density fiber cables.; $2B investment plus multibillion purchase commitment/capacity rights.",0.55,low_inferred,"MACOM Technology Solutions -> Marvell Technology: uses / buys from / depends on for optical front-end / DSP / interconnect component ecosystem. Cash-flow read: Potential module supply chain; exact pairwise dollars undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Optical DSP/custom silicon' has alpha 63/100 and CPO exposure 5/5. Source role 'Photonics/RF/connectivity' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
LITE,POET,LITE,POET,Lumentum,POET Technologies,uses / buys from / depends on,external light source / optical module ecosystem adjacency,Potential optics ecosystem; exact pairwise dollars undisclosed.,No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'external light source / optical module ecosystem adjacency', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,AI optical module stack,S01; S02; S04,NVIDIA Spectrum-X/Quantum-X Photonics CPO switches; Broadcom third-generation 200G/lane CPO release; NVIDIA-Coherent strategic partnership,https://nvidianews.nvidia.com/news/nvidia-spectrum-x-co-packaged-optics-networking-switches-ai-factories/; https://investors.broadcom.com/news-releases/news-release-details/broadcom-announces-third-generation-co-packaged-optics-cpo; https://nvidianews.nvidia.com/news/nvidia-and-coherent-announce-strategic-partnership-to-develop-optics-technology-to-scale-next-generation-data-center-architecture,"1.6T per port, ecosystem names, TSMC/Coherent/Corning/Foxconn/Lumentum/SENKO.; 200G/lane CPO, first volume-production 100G/lane CPO, partner milestones including Twinstar high-density fiber cables.; $2B investment plus multibillion purchase commitment/capacity rights.",0.55,low_inferred,"Lumentum -> POET Technologies: uses / buys from / depends on for external light source / optical module ecosystem adjacency. Cash-flow read: Potential optics ecosystem; exact pairwise dollars undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Photonics/optical engines' has alpha 66/100 and CPO exposure 5/5. Source role 'Photonics/optical components' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
NVDA,POET,NVDA,POET,NVIDIA,POET Technologies,uses / buys from / depends on,"lasers, optical engines, PICs, CPO/AOC/ELS components","NVDA -> POET: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'lasers, optical engines, PICs, CPO/AOC/ELS components', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"NVIDIA -> POET Technologies: uses / buys from / depends on for lasers, optical engines, PICs, CPO/AOC/ELS components. Cash-flow read: NVDA -> POET: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Photonics/optical engines' has alpha 66/100 and CPO exposure 5/5. Source role 'AI accelerator/platform' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
NVDA,CRDO,NVDA,CRDO,NVIDIA,Credo Technology,uses / buys from / depends on,"SerDes, retimers, AEC/AOC, switch or optical DSP connectivity","NVDA -> CRDO: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'SerDes, retimers, AEC/AOC, switch or optical DSP connectivity', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"NVIDIA -> Credo Technology: uses / buys from / depends on for SerDes, retimers, AEC/AOC, switch or optical DSP connectivity. Cash-flow read: NVDA -> CRDO: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Connectivity/SerDes/AEC' has alpha 75/100 and CPO exposure 5/5. Source role 'AI accelerator/platform' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
