company,company_name,connection,connection_name,type,layer,depth,use_for,cash_flow,confidence,source_note
002371.SZ,NAURA Technology,ASM.AS,ASM International,process/equipment dependency,Materials process chain,2,"materials must meet tool/process windows for deposition, etch, polish, metrology",Indirect qualification and process control economics,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,ASML,ASML Holding,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,ASML,ASML Holding,process/equipment dependency,Materials process chain,2,"materials must meet tool/process windows for deposition, etch, polish, metrology",Indirect qualification and process control economics,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,6857.T,Advantest,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,AIXA.F,Aixtron,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,AIXA.F,Aixtron,process/equipment dependency,Materials process chain,2,"materials must meet tool/process windows for deposition, etch, polish, metrology",Indirect qualification and process control economics,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,AMAT,Applied Materials,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,AMAT,Applied Materials,process/equipment dependency,Materials process chain,2,"materials must meet tool/process windows for deposition, etch, polish, metrology",Indirect qualification and process control economics,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,ACLS,Axcelis Technologies,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,BESI.AS,BE Semiconductor Industries,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,CAMT,Camtek,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,DISCO,DISCO,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,FORM,FormFactor,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,ICHR,Ichor Holdings,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,KLAC,KLA,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,KLAC,KLA,process/equipment dependency,Materials process chain,2,"materials must meet tool/process windows for deposition, etch, polish, metrology",Indirect qualification and process control economics,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,LRCX,Lam Research,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,LRCX,Lam Research,process/equipment dependency,Materials process chain,2,"materials must meet tool/process windows for deposition, etch, polish, metrology",Indirect qualification and process control economics,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,NVMI,Nova,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,ONTO,Onto Innovation,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,7735.T,SCREEN Holdings,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,TPRO.MI,Technoprobe,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,8035.T,Tokyo Electron,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,8035.T,Tokyo Electron,process/equipment dependency,Materials process chain,2,"materials must meet tool/process windows for deposition, etch, polish, metrology",Indirect qualification and process control economics,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,UCTT,Ultra Clean Holdings,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,VECO,Veeco Instruments,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,VECO,Veeco Instruments,process/equipment dependency,Materials process chain,2,"materials must meet tool/process windows for deposition, etch, polish, metrology",Indirect qualification and process control economics,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,AMD,Advanced Micro Devices,AI demand pull-through,End-demand pull,4,AI chips and HBM create process complexity that pulls WFE spending,Indirect capex-driven revenue; no direct chip revenue required,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,AVGO,Broadcom,AI demand pull-through,End-demand pull,4,AI chips and HBM create process complexity that pulls WFE spending,Indirect capex-driven revenue; no direct chip revenue required,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,MRVL,Marvell Technology,AI demand pull-through,End-demand pull,4,AI chips and HBM create process complexity that pulls WFE spending,Indirect capex-driven revenue; no direct chip revenue required,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,MU,Micron Technology,AI demand pull-through,End-demand pull,4,AI chips and HBM create process complexity that pulls WFE spending,Indirect capex-driven revenue; no direct chip revenue required,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,NVDA,NVIDIA,AI demand pull-through,End-demand pull,4,AI chips and HBM create process complexity that pulls WFE spending,Indirect capex-driven revenue; no direct chip revenue required,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,000660.KS,SK hynix,AI demand pull-through,End-demand pull,4,AI chips and HBM create process complexity that pulls WFE spending,Indirect capex-driven revenue; no direct chip revenue required,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,Amazon AWS,Amazon AWS,AI datacenter pull-through,End-demand pull,5,AI optical/electrical infrastructure raises demand for substrates/materials through chip and optical supply chains,Indirect volume pull-through; direct hyperscaler contracts unlikely,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,Google Cloud,Google Cloud,AI datacenter pull-through,End-demand pull,5,AI optical/electrical infrastructure raises demand for substrates/materials through chip and optical supply chains,Indirect volume pull-through; direct hyperscaler contracts unlikely,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,Meta AI,Meta AI,AI datacenter pull-through,End-demand pull,5,AI optical/electrical infrastructure raises demand for substrates/materials through chip and optical supply chains,Indirect volume pull-through; direct hyperscaler contracts unlikely,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
002371.SZ,NAURA Technology,Microsoft Azure,Microsoft Azure,AI datacenter pull-through,End-demand pull,5,AI optical/electrical infrastructure raises demand for substrates/materials through chip and optical supply chains,Indirect volume pull-through; direct hyperscaler contracts unlikely,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
005930.KS,Samsung Electronics,AXTI,AXT,materials/substrate supplier,Materials,1,"wafers, substrates, photomasks, chemicals and contamination control",Materials purchases and qualified supply slots,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
005930.KS,Samsung Electronics,AMD,Advanced Micro Devices,foundry customer / design ecosystem,Customer demand,1,fabless/IDM chips needing wafer capacity,"Foundry wafer revenue, NRE and utilization",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
005930.KS,Samsung Electronics,AMD,Advanced Micro Devices,customer/supplier ecosystem,HBM / DRAM / AI servers,1,"HBM/DRAM/NAND content for AI accelerators, CPUs, servers or fabrication of memory devices","Memory ASPs, bit shipments, HBM premium mix, packaging/test capex and inventory-cycle cash flow",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
005930.KS,Samsung Electronics,3661.TW,Alchip Technologies,foundry customer / design ecosystem,Customer demand,1,fabless/IDM chips needing wafer capacity,"Foundry wafer revenue, NRE and utilization",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
005930.KS,Samsung Electronics,ARM,Arm Holdings,foundry customer / design ecosystem,Customer demand,1,fabless/IDM chips needing wafer capacity,"Foundry wafer revenue, NRE and utilization",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
005930.KS,Samsung Electronics,ALAB,Astera Labs,foundry customer / design ecosystem,Customer demand,1,fabless/IDM chips needing wafer capacity,"Foundry wafer revenue, NRE and utilization",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
005930.KS,Samsung Electronics,AVGO,Broadcom,foundry customer / design ecosystem,Customer demand,1,fabless/IDM chips needing wafer capacity,"Foundry wafer revenue, NRE and utilization",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
005930.KS,Samsung Electronics,AVGO,Broadcom,customer/supplier ecosystem,HBM / DRAM / AI servers,1,"HBM/DRAM/NAND content for AI accelerators, CPUs, servers or fabrication of memory devices","Memory ASPs, bit shipments, HBM premium mix, packaging/test capex and inventory-cycle cash flow",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
005930.KS,Samsung Electronics,CRDO,Credo Technology,foundry customer / design ecosystem,Customer demand,1,fabless/IDM chips needing wafer capacity,"Foundry wafer revenue, NRE and utilization",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
005930.KS,Samsung Electronics,ENTG,Entegris,materials/substrate supplier,Materials,1,"wafers, substrates, photomasks, chemicals and contamination control",Materials purchases and qualified supply slots,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
005930.KS,Samsung Electronics,3443.TW,Global Unichip,foundry customer / design ecosystem,Customer demand,1,fabless/IDM chips needing wafer capacity,"Foundry wafer revenue, NRE and utilization",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
005930.KS,Samsung Electronics,6488.TWO,GlobalWafers,materials/substrate supplier,Materials,1,"wafers, substrates, photomasks, chemicals and contamination control",Materials purchases and qualified supply slots,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
005930.KS,Samsung Electronics,MTSI,MACOM Technology Solutions,foundry customer / design ecosystem,Customer demand,1,fabless/IDM chips needing wafer capacity,"Foundry wafer revenue, NRE and utilization",ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
